"task_id";"order_id";"created_at"
143347621;2805;15.11.2022 20:21:12
143345369;64430033;15.11.2022 19:57:11
143344861;4075;15.11.2022 19:51:12
143343504;64428630;15.11.2022 19:36:12
143340858;64427537;15.11.2022 19:12:54
143328001;64422066;15.11.2022 17:31:02
143319421;4074;15.11.2022 16:37:03
143316428;64418201;15.11.2022 16:18:48
143313775;4073;15.11.2022 16:02:40
143309485;9400;15.11.2022 15:36:52
143308671;64415901;15.11.2022 15:33:12
143307317;64415410;15.11.2022 15:25:00
143306199;64414934;15.11.2022 15:18:19
143302506;34111;15.11.2022 14:59:03
143301428;64413693;15.11.2022 14:52:41
143301174;64413575;15.11.2022 14:51:12
143286528;64408507;15.11.2022 13:24:51
143286173;2804;15.11.2022 13:22:42
143283730;64407689;15.11.2022 13:09:11
143281802;4072;15.11.2022 12:58:40
143281526;9399;15.11.2022 12:57:12
143276000;64405020;15.11.2022 12:24:50
143273999;2803;15.11.2022 12:12:49
143273280;64404148;15.11.2022 12:09:11
143270214;64403291;15.11.2022 11:51:11
143263882;9398;15.11.2022 11:13:03
143260582;2170;15.11.2022 10:54:55
143250789;64396834;15.11.2022 9:57:15
143240520;4071;15.11.2022 8:41:02
143240047;64393446;15.11.2022 8:36:08
143229852;64389683;15.11.2022 5:51:11
143223974;4070;15.11.2022 0:09:12
143215931;9397;14.11.2022 21:04:40
143212372;64372324;14.11.2022 20:12:49
143208270;9396;14.11.2022 19:28:43
143159623;64351585;14.11.2022 14:04:45
143159269;64351508;14.11.2022 14:03:11
143158331;4064;14.11.2022 13:58:43
143147426;64347003;14.11.2022 12:57:11
143134950;9394;14.11.2022 11:48:52
143134479;2801;14.11.2022 11:46:48
143133081;64342663;14.11.2022 11:39:11
143130895;64185286;14.11.2022 11:27:19
143119943;64338484;14.11.2022 10:27:11
143112456;4063;14.11.2022 9:46:33
143109684;64335522;14.11.2022 9:27:10
143087363;9393;14.11.2022 1:51:10
143086511;64326033;14.11.2022 0:45:50
143085508;4062;13.11.2022 23:48:59
143081225;9392;13.11.2022 22:21:10
143078435;2800;13.11.2022 21:36:50
143075141;64315010;13.11.2022 20:45:51
143064614;64308273;13.11.2022 18:45:50
143062881;4061;13.11.2022 18:28:42
143049111;64299576;13.11.2022 16:18:50
143033162;64290976;13.11.2022 13:42:51
143027294;4060;13.11.2022 12:44:45
143021452;64284381;13.11.2022 11:42:48
143019128;64282500;13.11.2022 11:12:47
143018977;9391;13.11.2022 11:11:03
143018802;64282500;13.11.2022 11:09:10
143013673;64279265;13.11.2022 9:54:47
143013338;9390;13.11.2022 9:48:49
143009236;64275908;13.11.2022 8:12:48
143005472;4059;13.11.2022 4:48:48
143004048;64270179;13.11.2022 1:42:49
143002183;9389;12.11.2022 23:51:09
142997700;4058;12.11.2022 22:23:03
142994953;4057;12.11.2022 21:46:41
142984117;2169;12.11.2022 19:53:03
142983916;4056;12.11.2022 19:51:10
142975542;64249589;12.11.2022 18:48:52
142968315;64245755;12.11.2022 17:51:12
142960864;2799;12.11.2022 16:54:51
142947267;9388;12.11.2022 15:02:42
142946534;9387;12.11.2022 14:56:41
142944913;64232923;12.11.2022 14:42:52
142936733;9386;12.11.2022 13:33:10
142933088;64227790;12.11.2022 13:01:03
142921771;64222646;12.11.2022 11:21:14
142918437;64220977;12.11.2022 10:46:16
142914505;64218886;12.11.2022 9:57:10
142912365;64217733;12.11.2022 9:24:50
142911757;64217422;12.11.2022 9:15:54
142907979;9385;12.11.2022 7:55:05
142907813;64214980;12.11.2022 7:48:49
142907764;4055;12.11.2022 7:47:02
142898925;4054;11.11.2022 23:08:43
142881903;9384;11.11.2022 19:54:49
142881455;2168;11.11.2022 19:51:10
142878176;64188293;11.11.2022 19:27:10
142871852;64185286;11.11.2022 18:42:19
142871287;9383;11.11.2022 18:38:41
142846976;4053;11.11.2022 16:16:17
142846740;2167;11.11.2022 16:14:49
142846441;4052;11.11.2022 16:13:03
142844379;64172347;11.11.2022 16:01:03
142838924;2166;11.11.2022 15:31:03
142836758;9382;11.11.2022 15:19:03
142835078;64167531;11.11.2022 15:09:11
142831496;2165;11.11.2022 14:54:52
142829292;64165827;11.11.2022 14:42:50
142827188;64164904;11.11.2022 14:31:03
142826022;64164386;11.11.2022 14:24:51
142824964;64163878;11.11.2022 14:18:48
142821676;64163144;11.11.2022 14:06:21
142813198;64159289;11.11.2022 13:19:03
142813169;64159194;11.11.2022 13:18:51
142811462;64158860;11.11.2022 13:09:09
142804410;64155748;11.11.2022 12:31:03
142802370;64155030;11.11.2022 12:18:54
142801288;64154473;11.11.2022 12:12:51
142794685;9381;11.11.2022 11:38:17
142794329;9381;11.11.2022 11:36:49
142794214;64151802;11.11.2022 11:36:13
142792305;9380;11.11.2022 11:24:55
142783544;9379;11.11.2022 10:42:27
142781705;64146328;11.11.2022 10:31:03
142781278;4051;11.11.2022 10:28:41
142780085;64145746;11.11.2022 10:21:11
142779366;64145321;11.11.2022 10:16:23
142777904;64144781;11.11.2022 10:06:47
142775731;2798;11.11.2022 9:52:44
142775687;2797;11.11.2022 9:52:21
142769370;64140596;11.11.2022 9:02:43
142769052;2796;11.11.2022 9:01:03
142768680;64140501;11.11.2022 8:58:41
142768534;64140344;11.11.2022 8:57:13
142764246;4050;11.11.2022 8:11:02
142752576;2164;11.11.2022 0:47:03
142751444;64124714;10.11.2022 23:46:01
142750622;2795;10.11.2022 23:15:47
142744955;4049;10.11.2022 21:31:03
142739652;4048;10.11.2022 20:38:41
142722924;4047;10.11.2022 18:04:46
142710970;4046;10.11.2022 16:51:09
142708635;64094500;10.11.2022 16:36:48
142707697;64102377;10.11.2022 16:31:02
142705701;64094500;10.11.2022 16:19:02
142705655;4045;10.11.2022 16:18:49
142705326;64101522;10.11.2022 16:16:45
142705258;64094500;10.11.2022 16:16:17
142705221;64101263;10.11.2022 16:16:02
142703372;34110;10.11.2022 16:04:45
142703092;64100713;10.11.2022 16:03:10
142698423;64094500;10.11.2022 15:36:57
142691680;64096774;10.11.2022 14:57:13
142689150;64095781;10.11.2022 14:42:49
142684766;64094500;10.11.2022 14:18:52
142678931;64091956;10.11.2022 13:46:43
142677551;64091956;10.11.2022 13:39:10
142675435;64091335;10.11.2022 13:27:10
142673023;63938338;10.11.2022 13:12:49
142672356;63938338;10.11.2022 13:09:10
142671319;63938338;10.11.2022 13:03:10
142670925;64089791;10.11.2022 13:01:03
142670020;4044;10.11.2022 12:56:09
142669821;63938338;10.11.2022 12:54:50
142667812;64088111;10.11.2022 12:42:47
142666671;64088111;10.11.2022 12:36:12
142666070;4043;10.11.2022 12:32:44
142664879;4042;10.11.2022 12:26:12
142663181;64087104;10.11.2022 12:16:10
142656828;64084942;10.11.2022 11:39:09
142656454;64084836;10.11.2022 11:36:55
142655763;64084467;10.11.2022 11:32:40
142655515;4041;10.11.2022 11:31:03
142649945;64082886;10.11.2022 11:01:02
142648083;64082365;10.11.2022 10:51:10
142647663;64081149;10.11.2022 10:48:51
142644778;64081149;10.11.2022 10:31:04
142641195;64079883;10.11.2022 10:09:11
142639952;64079393;10.11.2022 10:01:03
142638367;64079059;10.11.2022 9:51:16
142637646;64078679;10.11.2022 9:46:25
142634875;0;10.11.2022 9:27:10
142634553;4039;10.11.2022 9:25:05
142634092;64077674;10.11.2022 9:21:10
142632771;9378;10.11.2022 9:11:03
142625722;4038;10.11.2022 8:08:44
142612936;4037;09.11.2022 23:32:39
142599923;63938338;09.11.2022 19:51:09
142599731;63938338;09.11.2022 19:48:47
142599447;63938338;09.11.2022 19:45:54
142598850;63938338;09.11.2022 19:39:09
142592450;64052393;09.11.2022 18:36:49
142588914;4036;09.11.2022 18:06:12
142588754;4035;09.11.2022 18:04:41
142585946;2163;09.11.2022 17:44:39
142585699;64048979;09.11.2022 17:42:48
142584570;2162;09.11.2022 17:34:46
142584047;64048391;09.11.2022 17:31:03
142581563;2161;09.11.2022 17:17:38
142581438;9377;09.11.2022 17:16:42
142561239;9376;09.11.2022 15:08:42
142557012;64039530;09.11.2022 14:42:18
142556096;64039042;09.11.2022 14:36:50
142550811;64031103;09.11.2022 14:06:49
142548247;64036868;09.11.2022 13:51:19
142545915;64035989;09.11.2022 13:36:58
142544990;2160;09.11.2022 13:31:03
142544572;4034;09.11.2022 13:28:43
142541420;9375;09.11.2022 13:08:42
142539494;64033235;09.11.2022 12:57:10
142538235;64033279;09.11.2022 12:49:03
142538223;64033235;09.11.2022 12:48:56
142532327;4033;09.11.2022 12:14:41
142531105;64031103;09.11.2022 12:06:48
142528064;64028019;09.11.2022 11:48:47
142527672;2794;09.11.2022 11:46:32
142522843;9374;09.11.2022 11:16:43
142521316;64028019;09.11.2022 11:06:53
142515663;64026306;09.11.2022 10:31:02
142508383;64023982;09.11.2022 9:42:14
142507141;64023502;09.11.2022 9:32:42
142506931;64023496;09.11.2022 9:31:03
142505775;2159;09.11.2022 9:22:12
142505095;2793;09.11.2022 9:16:43
142504265;4032;09.11.2022 9:11:03
142501116;64021588;09.11.2022 8:42:03
142495821;9373;09.11.2022 7:25:05
142491170;64017438;09.11.2022 5:18:48
142485082;64010812;08.11.2022 23:06:50
142482066;64008546;08.11.2022 22:06:49
142480515;9372;08.11.2022 21:42:10
142478791;64006123;08.11.2022 21:12:20
142478016;2792;08.11.2022 21:01:02
142477674;4031;08.11.2022 20:56:40
142475997;4030;08.11.2022 20:32:43
142471564;9371;08.11.2022 19:38:41
142471414;64001363;08.11.2022 19:36:50
142465224;63938338;08.11.2022 18:36:48
142463261;63938338;08.11.2022 18:18:52
142461901;63938338;08.11.2022 18:06:49
142460695;63938338;08.11.2022 17:57:10
142456092;63995195;08.11.2022 17:27:10
142454117;4029;08.11.2022 17:14:41
142452144;63938338;08.11.2022 17:01:03
142449699;63938338;08.11.2022 16:46:42
142448455;63938338;08.11.2022 16:39:10
142445541;2158;08.11.2022 16:27:10
142441640;63990798;08.11.2022 16:03:10
142441281;2157;08.11.2022 16:01:03
142440544;63990148;08.11.2022 15:57:10
142439469;63990148;08.11.2022 15:51:09
142438733;63989718;08.11.2022 15:46:39
142435756;2791;08.11.2022 15:28:46
142433562;9370;08.11.2022 15:14:55
142433270;9370;08.11.2022 15:13:11
142433254;9370;08.11.2022 15:13:03
142433238;9370;08.11.2022 15:12:58
142432924;9370;08.11.2022 15:11:02
142429966;9369;08.11.2022 14:52:41
142429708;63987190;08.11.2022 14:51:11
142427044;2790;08.11.2022 14:35:53
142426918;2156;08.11.2022 14:35:07
142426218;4028;08.11.2022 14:31:03
142423314;63985036;08.11.2022 14:15:40
142421706;2155;08.11.2022 14:06:50
142419913;63984155;08.11.2022 13:57:11
142418903;0;08.11.2022 13:51:12
142418216;4026;08.11.2022 13:47:03
142418095;63983466;08.11.2022 13:46:18
142413503;63938338;08.11.2022 13:21:11
142407900;63938338;08.11.2022 12:46:44
142406619;63938338;08.11.2022 12:39:10
142405955;4025;08.11.2022 12:35:06
142405305;63979985;08.11.2022 12:31:03
142399455;63978290;08.11.2022 11:57:10
142397767;63976956;08.11.2022 11:46:50
142395256;63976997;08.11.2022 11:33:13
142395165;63976956;08.11.2022 11:32:42
142394874;63976929;08.11.2022 11:31:03
142394341;63976613;08.11.2022 11:28:41
142393974;63976597;08.11.2022 11:27:10
142390109;63976009;08.11.2022 11:09:10
142389081;4024;08.11.2022 11:03:10
142383729;63974019;08.11.2022 10:31:04
142358519;63966071;08.11.2022 5:33:10
142356309;4023;08.11.2022 3:13:02
142353176;63961958;08.11.2022 0:27:09
142350149;2789;07.11.2022 22:45:53
142350060;2154;07.11.2022 22:44:42
142348498;63957848;07.11.2022 22:27:09
142345174;9368;07.11.2022 21:28:40
142343907;63954399;07.11.2022 21:06:49
142342876;2788;07.11.2022 20:51:10
142320351;63938338;07.11.2022 17:33:10
142319485;63938338;07.11.2022 17:27:10
142317998;63938338;07.11.2022 17:15:59
142317004;63942889;07.11.2022 17:09:10
142314883;2787;07.11.2022 16:54:48
142313545;63941321;07.11.2022 16:46:11
142306254;63938338;07.11.2022 16:01:03
142304222;63938338;07.11.2022 15:48:48
142303822;2153;07.11.2022 15:46:28
142299678;2786;07.11.2022 15:25:02
142294878;2152;07.11.2022 14:56:39
142294006;0;07.11.2022 14:51:10
142291002;2785;07.11.2022 14:32:39
142289597;63934078;07.11.2022 14:24:47
142286548;2784;07.11.2022 14:06:49
142281872;2783;07.11.2022 13:38:40
142280623;63931332;07.11.2022 13:31:02
142279147;63930813;07.11.2022 13:22:25
142278933;2150;07.11.2022 13:21:10
142277046;63930241;07.11.2022 13:09:09
142276963;0;07.11.2022 13:08:42
142276375;2149;07.11.2022 13:05:07
142275757;63929807;07.11.2022 13:01:03
142271809;63928644;07.11.2022 12:36:45
142270163;4021;07.11.2022 12:26:42
142266860;63926943;07.11.2022 12:06:48
142265815;63926805;07.11.2022 12:01:03
142258083;63924304;07.11.2022 11:15:51
142252207;2782;07.11.2022 10:41:03
142247644;63920961;07.11.2022 10:12:31
142246733;63920421;07.11.2022 10:06:48
142240170;63918829;07.11.2022 9:21:10
142226054;2781;07.11.2022 6:23:03
142214932;9367;06.11.2022 21:56:42
142214823;9366;06.11.2022 21:54:49
142200373;4020;06.11.2022 18:35:06
142197172;63895690;06.11.2022 18:01:03
142188170;63891663;06.11.2022 16:27:11
142178117;4019;06.11.2022 14:42:17
142172327;9365;06.11.2022 13:46:40
142169470;4018;06.11.2022 13:15:15
142160535;4017;06.11.2022 11:31:03
142145182;2148;06.11.2022 1:11:02
142142569;2780;05.11.2022 23:08:42
142142323;9364;05.11.2022 23:02:41
142126190;63262945;05.11.2022 19:31:02
142125127;63855370;05.11.2022 19:21:10
142124188;63855370;05.11.2022 19:12:21
142114101;61757189;05.11.2022 17:48:50
142099599;63847153;05.11.2022 15:39:12
142088292;63842451;05.11.2022 13:51:10
142086339;4016;05.11.2022 13:31:03
142084862;63840983;05.11.2022 13:15:48
142082520;2779;05.11.2022 12:51:10
142076079;63837027;05.11.2022 11:39:10
142073543;63835780;05.11.2022 11:09:11
142072601;2778;05.11.2022 10:57:10
142069537;63833302;05.11.2022 10:15:56
142068998;63833302;05.11.2022 10:06:51
142065620;4015;05.11.2022 9:06:49
142063129;63831109;05.11.2022 8:54:49
142062048;2147;05.11.2022 8:24:47
142057559;9363;05.11.2022 5:26:41
142057363;63827667;05.11.2022 5:12:12
142050076;2777;04.11.2022 22:32:40
142048763;63820208;04.11.2022 22:09:11
142042202;4014;04.11.2022 20:45:45
142037024;9362;04.11.2022 19:54:49
142035692;63814679;04.11.2022 19:42:18
142033736;4013;04.11.2022 19:24:50
142028177;4012;04.11.2022 18:36:50
142018532;63808781;04.11.2022 17:21:11
142005391;63803970;04.11.2022 15:36:59
142003474;63803408;04.11.2022 15:21:11
141999512;2146;04.11.2022 14:48:51
141999126;2145;04.11.2022 14:45:54
141993149;4011;04.11.2022 13:56:41
141991856;63798977;04.11.2022 13:46:05
141987365;63797062;04.11.2022 13:06:48
141985326;63796266;04.11.2022 12:48:46
141981612;2776;04.11.2022 12:14:32
141980831;63794230;04.11.2022 12:06:51
141980609;34109;04.11.2022 12:04:41
141978603;63793422;04.11.2022 11:45:54
141974998;63791853;04.11.2022 11:09:09
141974771;2144;04.11.2022 11:06:48
141969838;63789649;04.11.2022 10:15:59
141969216;63789420;04.11.2022 10:09:10
141968431;63789084;04.11.2022 10:01:03
141966533;63788263;04.11.2022 9:36:50
141959512;63785146;04.11.2022 7:31:03
141957149;9361;04.11.2022 6:08:40
141950934;63777387;03.11.2022 23:09:10
141944382;2775;03.11.2022 21:38:42
141944017;2143;03.11.2022 21:36:49
141927109;63769078;03.11.2022 19:42:19
141917736;63765748;03.11.2022 18:31:03
141907264;63762669;03.11.2022 17:24:48
141902614;63761169;03.11.2022 16:54:53
141892756;63758483;03.11.2022 15:57:11
141877914;63754277;03.11.2022 14:36:51
141873537;2774;03.11.2022 14:11:03
141872224;63752225;03.11.2022 14:03:11
141867075;63750897;03.11.2022 13:39:10
141865641;63750534;03.11.2022 13:31:03
141863028;63749843;03.11.2022 13:16:11
141861438;63749319;03.11.2022 13:06:55
141855428;2773;03.11.2022 12:33:11
141855012;63747331;03.11.2022 12:31:03
141851747;2142;03.11.2022 12:12:48
141851134;63746305;03.11.2022 12:09:11
141845286;63743568;03.11.2022 11:36:52
141844662;63743568;03.11.2022 11:33:11
141842052;63743568;03.11.2022 11:18:46
141839279;63742834;03.11.2022 11:03:11
141838137;63742506;03.11.2022 10:57:10
141836682;63738618;03.11.2022 10:48:49
141836278;63738618;03.11.2022 10:46:17
141832071;2772;03.11.2022 10:21:10
141829814;63740083;03.11.2022 10:06:52
141829530;9360;03.11.2022 10:04:45
141824744;9359;03.11.2022 9:34:42
141823627;63738618;03.11.2022 9:27:10
141821084;4010;03.11.2022 9:06:48
141818597;63737160;03.11.2022 8:45:49
141800746;63728844;03.11.2022 0:06:46
141795473;2141;02.11.2022 21:56:40
141766257;63710728;02.11.2022 17:15:46
141761658;63709215;02.11.2022 16:46:23
141759113;63708566;02.11.2022 16:31:03
141754558;2771;02.11.2022 16:04:42
141753086;9358;02.11.2022 15:56:40
141742585;9357;02.11.2022 14:56:40
141741000;9356;02.11.2022 14:47:03
141722932;4009;02.11.2022 13:06:47
141720124;63697401;02.11.2022 12:51:10
141719412;63696952;02.11.2022 12:46:43
141715448;4008;02.11.2022 12:22:42
141715226;63695833;02.11.2022 12:21:10
141714913;63695817;02.11.2022 12:19:03
141714876;63695762;02.11.2022 12:18:51
141712900;2770;02.11.2022 12:06:48
141712633;2769;02.11.2022 12:05:07
141712250;4007;02.11.2022 12:02:39
141710031;63694282;02.11.2022 11:48:50
141707039;63693372;02.11.2022 11:31:04
141703705;63692388;02.11.2022 11:10:56
141702486;63692106;02.11.2022 11:03:10
141701105;9355;02.11.2022 10:55:10
141700107;9354;02.11.2022 10:48:47
141693195;63689654;02.11.2022 10:06:48
141692651;63689508;02.11.2022 10:03:10
141692219;4006;02.11.2022 10:01:03
141687148;4005;02.11.2022 9:27:10
141675603;9353;02.11.2022 8:02:39
141663507;63678050;01.11.2022 23:27:10
141662914;63677560;01.11.2022 23:09:10
141662711;2140;01.11.2022 23:02:40
141658188;63674275;01.11.2022 21:36:47
141657265;2139;01.11.2022 21:21:10
141655272;63672666;01.11.2022 20:51:10
141651013;63670699;01.11.2022 20:01:03
141649152;9352;01.11.2022 19:41:03
141642464;63667543;01.11.2022 18:45:54
141623984;9351;01.11.2022 16:37:03
141623964;9351;01.11.2022 16:36:53
141617184;4004;01.11.2022 15:57:10
141616212;9350;01.11.2022 15:51:09
141601769;63656252;01.11.2022 14:27:10
141581539;63651060;01.11.2022 12:36:46
141576498;63649020;01.11.2022 12:06:49
141571157;63647704;01.11.2022 11:36:51
141569099;4003;01.11.2022 11:24:46
141564968;63646273;01.11.2022 11:01:03
141564225;2138;01.11.2022 10:56:40
141557452;63644258;01.11.2022 10:18:46
141550920;4002;01.11.2022 9:42:28
141523992;9349;31.10.2022 23:48:52
141520231;63630037;31.10.2022 22:24:57
141519945;9348;31.10.2022 22:18:52
141511898;4001;31.10.2022 20:16:46
141509951;2137;31.10.2022 19:54:55
141509434;4000;31.10.2022 19:48:52
141508187;3999;31.10.2022 19:36:52
141503692;2136;31.10.2022 18:54:53
141503274;2135;31.10.2022 18:51:11
141499083;3998;31.10.2022 18:18:52
141496125;63619246;31.10.2022 17:57:10
141482687;3997;31.10.2022 16:31:02
141478462;63614287;31.10.2022 16:06:51
141478032;3996;31.10.2022 16:04:45
141472947;63613294;31.10.2022 15:42:13
141465489;63609579;31.10.2022 15:06:50
141464809;9347;31.10.2022 15:03:10
141463006;63609579;31.10.2022 14:54:48
141462451;63609579;31.10.2022 14:51:10
141457614;63609579;31.10.2022 14:21:12
141457202;63609473;31.10.2022 14:18:56
141455837;9346;31.10.2022 14:11:03
141437746;2768;31.10.2022 12:22:30
141436751;9345;31.10.2022 12:18:50
141429603;63602961;31.10.2022 12:01:03
141422462;9344;31.10.2022 11:46:52
141422394;63602328;31.10.2022 11:46:45
141408886;9343;31.10.2022 11:18:54
141407805;63598046;31.10.2022 11:16:00
141402340;63600317;31.10.2022 11:03:13
141395395;63599540;31.10.2022 10:46:51
141389015;3995;31.10.2022 10:32:40
141386674;63598627;31.10.2022 10:21:10
141384818;63598145;31.10.2022 10:09:10
141384516;63598046;31.10.2022 10:07:03
141384480;63597947;31.10.2022 10:06:51
141377977;63596243;31.10.2022 9:27:10
141377021;63596341;31.10.2022 9:21:12
141376636;63596243;31.10.2022 9:19:03
141376599;63596206;31.10.2022 9:18:54
141372763;63595358;31.10.2022 8:48:47
141370650;63594948;31.10.2022 8:33:14
141368446;63594408;31.10.2022 8:09:10
141368287;63594326;31.10.2022 8:06:52
141354464;63585735;30.10.2022 22:45:39
141353512;9342;30.10.2022 22:34:45
141350742;63583794;30.10.2022 21:45:43
141350248;63583466;30.10.2022 21:36:50
141348432;63582361;30.10.2022 21:06:52
141326275;63573433;30.10.2022 17:15:46
141314763;63569707;30.10.2022 15:39:11
141311188;9341;30.10.2022 15:04:41
141291653;63559851;30.10.2022 11:36:54
141286117;2134;30.10.2022 10:25:07
141277229;3994;30.10.2022 6:44:38
141274097;9340;30.10.2022 1:18:56
141268139;63545390;29.10.2022 22:18:52
141267448;63545031;29.10.2022 22:06:51
141265586;3993;29.10.2022 21:38:44
141265303;3992;29.10.2022 21:34:44
141264827;63543834;29.10.2022 21:28:42
141264713;63543740;29.10.2022 21:27:11
141254228;3991;29.10.2022 19:41:02
141250205;63538969;29.10.2022 19:06:52
141248729;9339;29.10.2022 18:54:51
141240471;3990;29.10.2022 17:57:10
141235251;63534858;29.10.2022 17:15:54
141234301;9338;29.10.2022 17:11:02
141231836;63534233;29.10.2022 16:57:10
141226935;2133;29.10.2022 16:21:11
141222928;63531417;29.10.2022 15:49:03
141215763;63528928;29.10.2022 14:51:11
141203367;3989;29.10.2022 13:04:50
141194702;63521126;29.10.2022 11:46:12
141192641;2132;29.10.2022 11:25:03
141190165;63519406;29.10.2022 10:57:12
141180274;9337;29.10.2022 8:41:03
141179843;63514991;29.10.2022 8:31:02
141170561;9336;28.10.2022 23:41:03
141161028;63503224;28.10.2022 21:15:58
141159071;63502550;28.10.2022 20:57:11
141157869;63502089;28.10.2022 20:45:44
141147743;63497676;28.10.2022 19:27:11
141147125;3988;28.10.2022 19:22:46
141147051;3987;28.10.2022 19:22:16
141123678;63489443;28.10.2022 16:57:11
141116555;63490199;28.10.2022 16:19:08
141114859;9335;28.10.2022 16:09:24
141112481;63489547;28.10.2022 16:03:37
141111774;63489443;28.10.2022 16:00:36
141106987;63488321;28.10.2022 15:36:50
141105087;63487892;28.10.2022 15:27:19
141095661;63485780;28.10.2022 14:37:00
141093894;63485215;28.10.2022 14:27:13
141093854;63485215;28.10.2022 14:27:03
141077523;63481743;28.10.2022 13:09:03
141073697;63480625;28.10.2022 12:48:08
141072654;3986;28.10.2022 12:42:30
141057876;63476453;28.10.2022 11:18:02
141044334;9334;28.10.2022 10:01:46
141039725;63468127;28.10.2022 9:33:02
141037198;9333;28.10.2022 9:14:37
141030314;9332;28.10.2022 8:08:13
141026655;63468127;28.10.2022 7:06:02
141025392;3985;28.10.2022 6:36:10
141009202;63457350;27.10.2022 21:15:02
141004476;63454943;27.10.2022 20:15:04
141001487;63453891;27.10.2022 19:45:07
141000320;9331;27.10.2022 19:34:28
140979312;63446906;27.10.2022 16:51:03
140978126;9330;27.10.2022 16:43:14
140971366;63444637;27.10.2022 16:00:03
140969078;63443859;27.10.2022 15:45:02
140957914;63440684;27.10.2022 14:36:03
140957401;63440470;27.10.2022 14:33:02
140954870;63439722;27.10.2022 14:18:02
140948031;63437999;27.10.2022 13:39:02
140946041;2130;27.10.2022 13:27:18
140935221;9329;27.10.2022 12:21:13
140930367;3984;27.10.2022 11:52:01
140917092;2129;27.10.2022 10:32:45
140914314;63428100;27.10.2022 10:15:04
140914310;63428023;27.10.2022 10:15:03
140914186;9328;27.10.2022 10:14:13
140912942;63427774;27.10.2022 10:06:04
140910128;63427010;27.10.2022 9:48:03
140908025;63426528;27.10.2022 9:33:03
140907548;63426362;27.10.2022 9:30:03
140907357;2767;27.10.2022 9:28:27
140899622;3983;27.10.2022 8:13:19
140896733;2128;27.10.2022 7:28:05
140889967;3982;27.10.2022 3:37:52
140888523;63418500;27.10.2022 1:18:02
140886906;3981;26.10.2022 23:56:30
140878448;63411391;26.10.2022 21:06:02
140874713;63409134;26.10.2022 20:15:03
140846949;63400406;26.10.2022 16:30:02
140836667;63397090;26.10.2022 15:27:06
140836662;63397441;26.10.2022 15:27:05
140836654;63396645;26.10.2022 15:27:03
140834482;63397090;26.10.2022 15:15:03
140832996;63396725;26.10.2022 15:06:04
140832992;63396645;26.10.2022 15:06:02
140831437;63396120;26.10.2022 14:57:02
140829715;2766;26.10.2022 14:46:28
